Entry	KEGG	Entry name	Protein names	Gene names	Gene ontology IDs
Q6YXJ9	PhpapaCp057	RR2_PHYPA	30S ribosomal protein S2, chloroplastic	rps2	GO:0009507; GO:0015935; GO:0003735; GO:0006412
Q6YXK8	PhpapaCp067	RR3_PHYPA	30S ribosomal protein S3, chloroplastic	rps3	GO:0009507; GO:0019843; GO:0015935; GO:0003735; GO:0006412
Q6YXP3	PhpapaCp037	RR4_PHYPA	30S ribosomal protein S4, chloroplastic	rps4	GO:0009507; GO:0019843; GO:0015935; GO:0003735; GO:0006412
Q6YXS0	PhpapaCp002	RR7_PHYPA	30S ribosomal protein S7, chloroplastic	rps7	GO:0009507; GO:0019843; GO:0015935; GO:0003735; GO:0006412
Q6YXL1	PhpapaCp064	RR8_PHYPA	30S ribosomal protein S8, chloroplastic	rps8	GO:0009507; GO:0019843; GO:0005840; GO:0003735; GO:0006412
A9SDL4	PHYPADRAFT_164363	SIR5_PHYPA	NAD-dependent protein deacylase (EC 3.5.1.-) (Regulatory protein SIR2 homolog 5)	SRT1505	GO:0070403; GO:0034979; GO:0005739; GO:0036054; GO:0036055; GO:0008270
Q9XFG3	PHYPADRAFT_170153	TBG_PHYPA	Tubulin gamma chain (Gamma-tubulin)	TUBG1 PHYPADRAFT_170153	GO:0005525; GO:0003924; GO:0031122; GO:0000930; GO:0005874; GO:0007020
A9RHW6	PHYPADRAFT_114476PHYPADRAFT_114591;	THI43_PHYPA	Thiamine thiazole synthase 3, chloroplastic (Thiazole biosynthetic enzyme 3)	THI1-3 PHYPADRAFT_114476 PHYPADRAFT_114591	GO:0009570; GO:0005829; GO:0046872; GO:0006950; GO:0009228; GO:0052837
A9RHX1	PHYPADRAFT_175102	THI41_PHYPA	Thiamine thiazole synthase 1, chloroplastic (Thiazole biosynthetic enzyme 1)	THI1-1 PHYPADRAFT_175102	GO:0009570; GO:0005829; GO:0046872; GO:0006950; GO:0009228; GO:0052837
A9SME1	PHYPADRAFT_132196	THI42_PHYPA	Thiamine thiazole synthase 2, chloroplastic (Thiazole biosynthetic enzyme 2)	THI1-2 PHYPADRAFT_132196	GO:0009570; GO:0005829; GO:0046872; GO:0006950; GO:0009228; GO:0052837
A9SMC8	PHYPADRAFT_165702	THI44_PHYPA	Thiamine thiazole synthase 4, chloroplastic (Thiazole biosynthetic enzyme 4)	THI1-4 PHYPADRAFT_165702	GO:0009570; GO:0005829; GO:0046872; GO:0006950; GO:0009228; GO:0052837
Q6YXP5	PhpapaCp083	TI214_PHYPA	Protein TIC 214 (Translocon at the inner envelope membrane of chloroplasts 214) (AtTIC214)	TIC214 ycf1	GO:0009706; GO:0016021; GO:0015031
A9T6G5	PHYPADRAFT_141055	TRM5_PHYPA	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5 homolog)	PHYPADRAFT_141055	GO:0005829; GO:0016570; GO:0005759; GO:0005634; GO:0009909; GO:0052906
P61051	PhpapaCp052	YCF12_PHYPA	Photosystem II reaction center protein Ycf12	ycf12	GO:0009535; GO:0016021; GO:0015979; GO:0009523
P61243	PhpapaCp045	YCF2_PHYPA	Protein Ycf2	ycf2	GO:0005524; GO:0009570
Q6YXP2	PhpapaCp038	YCF3_PHYPA	Photosystem I assembly protein Ycf3	ycf3	GO:0009535; GO:0015979
Q6YXR4	PhpapaCp028	YCF4_PHYPA	Photosystem I assembly protein Ycf4	ycf4	GO:0009535; GO:0016021; GO:0015979; GO:0009522
A9SA04	PHYPADRAFT_163704PHYPADRAFT_182696;PHYPADRAFT_210098;	A9SA04_PHYPA	Elongation factor 1-alpha	PHYPADRAFT_163704 PHYPADRAFT_182696 PHYPADRAFT_210098	GO:0005525; GO:0003924; GO:0005737; GO:0003746
A9RQD6	PHYPADRAFT_55901PHYPADRAFT_55902;	A9RQD6_PHYPA	Predicted protein	PHYPADRAFT_55901 PHYPADRAFT_55902	GO:0020037; GO:0004601; GO:0006979
A9SSV6	PHYPADRAFT_134669PHYPADRAFT_83552;	A9SSV6_PHYPA	Predicted protein	PHYPADRAFT_134669 PHYPADRAFT_83552	GO:0020037; GO:0004601; GO:0006979
A9TGP4	PHYPADRAFT_26849PHYPADRAFT_26850;	A9TGP4_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_26849 PHYPADRAFT_26850	GO:0005524; GO:0004672
A0JC02	PHYPADRAFT_217744	A0JC02_PHYPA	N-acetylglutamate kinase (Predicted protein)	PpNAGK PHYPADRAFT_217744	GO:0004042; GO:0003991; GO:0034618; GO:0042450; GO:0009534; GO:0004349; GO:0006561
Q5KSC2		Q5KSC2_PHYPA	Germin-like protein	PpGLP5	GO:0005576 GO:0030145; GO:0045735
A9RGL1	PHYPADRAFT_202183	A9RGL1_PHYPA	MIKC MADS-domain protein PPM6 (Ppm6 MIKC* MADS-domain protein PPM6) (Putative MADS-domain transcription factor)	PPM6 m6 PHYPADRAFT_202183	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9S0H8	PHYPADRAFT_122287PHYPADRAFT_122405;	A9S0H8_PHYPA	Predicted protein	PHYPADRAFT_122287 PHYPADRAFT_122405	
A9SFY4	PHYPADRAFT_211920PHYPADRAFT_219977;	A9SFY4_PHYPA	60S ribosomal protein L18a	PHYPADRAFT_211920 PHYPADRAFT_219977	GO:0005840; GO:0003735; GO:0006412
A9RUL8	PHYPADRAFT_119537PHYPADRAFT_119603;	A9RUL8_PHYPA	Predicted protein	PHYPADRAFT_119537 PHYPADRAFT_119603	GO:0004014; GO:0008295; GO:0006597
Q8S3A9	PHYPADRAFT_107726	Q8S3A9_PHYPA	BIP4 (Predicted protein)	PHYPADRAFT_107726	
Q45RT2	PHYPADRAFT_215359	Q45RT2_PHYPA	Adenine phosphoribosyltransferase (Predicted protein)	PHYPADRAFT_215359	GO:0003999; GO:0006168; GO:0005737; GO:0009116
Q9LS34	PHYPADRAFT_71211	Q9LS34_PHYPA	Homeobox protein PpHB4 (Predicted protein)	Pphb4 PHYPADRAFT_71211	GO:0005634; GO:0043565; GO:0003700
Q3Y4F5		Q3Y4F5_PHYPA	Cellulose synthase (EC 2.4.1.12)	CesA7	GO:0071555 GO:0030244; GO:0016760; GO:0016021; GO:0005886; GO:0008270
A9RVF7	PHYPADRAFT_162268PHYPADRAFT_206021;PHYPADRAFT_234463;	A9RVF7_PHYPA	Predicted protein	PHYPADRAFT_162268 PHYPADRAFT_206021 PHYPADRAFT_234463	GO:0003723; GO:0015935; GO:0003735; GO:0006412
Q6V8Y5	PHYPADRAFT_228849	Q6V8Y5_PHYPA	Snf1 related kinase 1 (Snf1a Snf1-related kinase SNF1a)	SNF1a snf1a PHYPADRAFT_228849	GO:0005524; GO:0004672
Q765P5	PHYPADRAFT_219830	Q765P5_PHYPA	Light-harvesting chlorophyll a/b-binding protein 2 (Predicted protein)	PpLhcb2 PHYPADRAFT_219830	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
A9S2C7	PHYPADRAFT_123116PHYPADRAFT_180561;	A9S2C7_PHYPA	Phenylalanine ammonia-lyase (EC 4.3.1.24)	PHYPADRAFT_123116 PHYPADRAFT_180561	GO:0006559; GO:0009800; GO:0005737; GO:0045548
Q5UCA8		Q5UCA8_PHYPA	Physcomitrin		GO:0006812 GO:0015267; GO:0052331; GO:0046930; GO:0046931
A9RAU6	PHYPADRAFT_180833PHYPADRAFT_220835;PHYPADRAFT_62159;	A9RAU6_PHYPA	Predicted protein (Uncharacterized protein)	PHYPADRAFT_180833 PHYPADRAFT_220835 PHYPADRAFT_62159	GO:0015991; GO:0015078; GO:0016021; GO:0033179
A9SIY1	PHYPADRAFT_165160	A9SIY1_PHYPA	Phi class glutathione S-transferase (Predicted protein)	GSTF9 PHYPADRAFT_165160	GO:0016740
A9TL19	PHYPADRAFT_147124PHYPADRAFT_196099;	A9TL19_PHYPA	Early light-induced protein 7 (Predicted protein)	ELIP7 PHYPADRAFT_147124	
Q7XB51	PHYPADRAFT_105562	Q7XB51_PHYPA	Na P-type ATPase (Na+ P-type ATPase)	ena1 Ppena1 PHYPADRAFT_105562	GO:0005524; GO:0019829; GO:0016021; GO:0046872
Q76C03	PHYPADRAFT_154919	Q76C03_PHYPA	Nitrate transporter (Predicted protein)	NRT2;4 PHYPADRAFT_154919	GO:0016021; GO:0015112; GO:0015113
A9RMR9	PHYPADRAFT_160009PHYPADRAFT_57381;PHYPADRAFT_59405;	A9RMR9_PHYPA	40S ribosomal protein S27	PHYPADRAFT_160009 PHYPADRAFT_57381 PHYPADRAFT_59405	GO:0046872; GO:0005840; GO:0003735; GO:0006412
Q4A3V3	PHYPADRAFT_204020	Q4A3V3_PHYPA	GDSL-like lipase (Predicted protein)	gdslll PHYPADRAFT_204020	GO:0016788
A9SU89	PHYPADRAFT_135358PHYPADRAFT_135382;	A9SU89_PHYPA	Predicted protein	PHYPADRAFT_135358 PHYPADRAFT_135382	GO:0005524; GO:0004386; GO:0003676
A9SJR1	PHYPADRAFT_213086PHYPADRAFT_58013;	A9SJR1_PHYPA	Beta-tubulin 4 (Predicted protein)	Tub4 PHYPADRAFT_213086 PHYPADRAFT_58013	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A9RKW0	PHYPADRAFT_116176	A9RKW0_PHYPA	CBL-interacting protein kinase 01 (Predicted protein)	CIPK01 PHYPADRAFT_116176	GO:0005524; GO:0004672; GO:0007165
A9T2F8	PHYPADRAFT_218263PHYPADRAFT_218266;	A9T2F8_PHYPA	Predicted protein	PHYPADRAFT_218263 PHYPADRAFT_218266	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
A9TSL2	PHYPADRAFT_108695PHYPADRAFT_96598;	A9TSL2_PHYPA	Predicted protein	PHYPADRAFT_108695 PHYPADRAFT_96598	
A9RDR6	PHYPADRAFT_111893PHYPADRAFT_112240;PHYPADRAFT_201641;	A9RDR6_PHYPA	Histone H3	HTR1512 HTR1510 HTR1511 PHYPADRAFT_111893 PHYPADRAFT_112240 PHYPADRAFT_201641	GO:0003677; GO:0000786; GO:0005634
Q4W1W9	PHYPADRAFT_235342	Q4W1W9_PHYPA	MIKC MADS-domain protein PPM7 (Putative MADS-domain transcription factor)	m7 PPM7 PHYPADRAFT_235342	GO:0003677; GO:0005634; GO:0003700; GO:0006351
A9S260	PHYPADRAFT_123042PHYPADRAFT_228584;	A9S260_PHYPA	Predicted protein	Pphb4 PHYPADRAFT_123042	GO:0005634; GO:0043565; GO:0003700
A9SCN2	PHYPADRAFT_106210PHYPADRAFT_77574;	A9SCN2_PHYPA	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	PHYPADRAFT_106210 PHYPADRAFT_77574	GO:0015977; GO:0004497; GO:0009853; GO:0015979; GO:0009536; GO:0016984
A9T0U6	PHYPADRAFT_138467PHYPADRAFT_140148;	A9T0U6_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_138467 PHYPADRAFT_140148	GO:0005634
A9TE09	PHYPADRAFT_221343	A9TE09_PHYPA	CBL-interacting protein kinase 07 (Predicted protein)	CIPK07 PHYPADRAFT_221343	GO:0005524; GO:0004672; GO:0007165
Q4LEX1	PHYPADRAFT_165983	Q4LEX1_PHYPA	Predicted protein (Putative component of high affinity nitrate transporter)	Nar2;3 PHYPADRAFT_165983	GO:0015706; GO:0010167
Q8GU41	PHYPADRAFT_122002	Q8GU41_PHYPA	Predicted protein (Putative E2F transcription factor)	e2f PHYPADRAFT_122002	GO:0003677; GO:0005634; GO:0003700; GO:0005667; GO:0006351
Q5KSC4	PHYPADRAFT_169376	Q5KSC4_PHYPA	Germin-like protein (Predicted protein)	PpGLP2 PHYPADRAFT_169376	GO:0005576; GO:0030145; GO:0045735
Q6BCT8	PHYPADRAFT_185599	Q6BCT8_PHYPA	PHOTB1 phototropin B1 blue light photoreceptor (Phototropin)	PHOTB1 PhotB1 PHYPADRAFT_185599	GO:0005524; GO:0000155
A9LY22	PHYPADRAFT_105399	A9LY22_PHYPA	Gibberellin 20-oxidase (Gibberellin 20-oxidase-like protein)	GA20ox2 PHYPADRAFT_105399	GO:0005506; GO:0016706
Q6X271		Q6X271_PHYPA	Hexokinase (EC 2.7.1.1)	HXK1	GO:0005524 GO:0006096; GO:0004396
Q93V67	PHYPADRAFT_166875	Q93V67_PHYPA	Plastid sigma factor SIG1 (PpSIG1)	Sig1 PpSig1 PHYPADRAFT_166875	GO:0003677; GO:0006352; GO:0071461; GO:0080005; GO:0001053; GO:0009750; GO:0009651; GO:0003700; GO:0006833
Q5NTH1	PHYPADRAFT_81146	Q5NTH1_PHYPA	Plastid sigma factor PpSIG5 (Plastid sigma factor SIG5)	PpSig5 PHYPADRAFT_81146	GO:0003677; GO:0006352; GO:0009507; GO:0009658; GO:0010264; GO:0010207; GO:0001053; GO:0045893; GO:0009637; GO:0003700
A9TG05	PHYPADRAFT_60168PHYPADRAFT_92279;	A9TG05_PHYPA	Phosphoglycerate kinase (EC 2.7.2.3)	PHYPADRAFT_60168 PHYPADRAFT_92279	GO:0005524; GO:0006096; GO:0004618
A9SD73	PHYPADRAFT_127785PHYPADRAFT_127844;	A9SD73_PHYPA	Predicted protein	PHYPADRAFT_127785 PHYPADRAFT_127844	GO:0005094; GO:0005737
A9CP51		A9CP51_PHYPA	DNA-directed RNA polymerase alpha chain	PpRpoA2	GO:0003677 GO:0006281; GO:0003899; GO:0006351
G9F9N7		G9F9N7_PHYPA	3-phosphoinositide-dependent protein kinase-1	PDK1	GO:0005524 GO:0004672
Q4A3V6	PHYPADRAFT_217301	Q4A3V6_PHYPA	Lipid transfer protein (Predicted protein)	ltp PHYPADRAFT_217301	GO:0008289; GO:0006869
A9TPK3	PHYPADRAFT_4890PHYPADRAFT_4892;	A9TPK3_PHYPA	Predicted protein (Fragment)	PHYPADRAFT_4890 PHYPADRAFT_4892	GO:0005524; GO:0004672
A9S987	PHYPADRAFT_106015	A9S987_PHYPA	CBL-interacting protein kinase 03 (Predicted protein)	CIPK03 PHYPADRAFT_106015	GO:0005524; GO:0004672; GO:0007165
Q5KT25		Q5KT25_PHYPA	Germin-like protein	PpGLP1a	GO:0005576 GO:0030145; GO:0045735
A9S8S7	PHYPADRAFT_187166PHYPADRAFT_209813;	A9S8S7_PHYPA	60S ribosomal protein L18a	PHYPADRAFT_187166 PHYPADRAFT_209813	GO:0005840; GO:0003735; GO:0006412
Q6TYR7	PHYPADRAFT_186458	Q6TYR7_PHYPA	Beta-tubulin 1 (Predicted protein)	Tub1 PHYPADRAFT_186458	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A9RLJ7	PHYPADRAFT_116123PHYPADRAFT_116307;	A9RLJ7_PHYPA	Early light-induced protein 2 (Predicted protein)	ELIP2 PHYPADRAFT_116123	
Q9LS31		Q9LS31_PHYPA	Homeobox protein PpHB7 (Homeobox protein Pphb7 short form)	Pphb7	GO:0005634 GO:0043565; GO:0003700
A9U3M1	PHYPADRAFT_228001PHYPADRAFT_228003;	A9U3M1_PHYPA	Predicted protein	PHYPADRAFT_228001 PHYPADRAFT_228003	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
A9SYX7	PHYPADRAFT_137679PHYPADRAFT_137699;	A9SYX7_PHYPA	Pectate lyase (EC 4.2.2.2)	PHYPADRAFT_137679 PHYPADRAFT_137699	GO:0046872; GO:0030570; GO:0045490
Q6TYR5	PHYPADRAFT_223212	Q6TYR5_PHYPA	Beta-tubulin 3 (Predicted protein)	Tub3 PHYPADRAFT_223212	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A9T4N3	PHYPADRAFT_218861	A9T4N3_PHYPA	Phytochrome	PHY4 phy4 PHYPADRAFT_218861	GO:0009584; GO:0016020; GO:0000155; GO:0009881; GO:0018298; GO:0017006; GO:0009585; GO:0006355; GO:0006351
Q3Y4F6		Q3Y4F6_PHYPA	Cellulose synthase (EC 2.4.1.12)	CesA6	GO:0071555 GO:0030244; GO:0016760; GO:0016021; GO:0005886; GO:0008270
A9TCL7	PHYPADRAFT_221004PHYPADRAFT_59935;	A9TCL7_PHYPA	Ribulose bisphosphate carboxylase small chain (EC 4.1.1.39)	PHYPADRAFT_221004 PHYPADRAFT_59935	GO:0015977; GO:0004497; GO:0009853; GO:0015979; GO:0009536; GO:0016984
A9S4J0	PHYPADRAFT_123920PHYPADRAFT_124138;	A9S4J0_PHYPA	Predicted protein	PHYPADRAFT_123920 PHYPADRAFT_124138	GO:0051537; GO:0009055; GO:0022900; GO:0046872
Q84UE7	PHYPADRAFT_219032	Q84UE7_PHYPA	Ca2+/calmodulin-dependent protein kinase (Predicted protein)	CaMK PHYPADRAFT_219032	GO:0005524; GO:0005509; GO:0004672
Q4A3V2	PHYPADRAFT_219988	Q4A3V2_PHYPA	Chitinase (EC 3.2.1.14) (Predicted protein)	chi PHYPADRAFT_219988	GO:0005975; GO:0016998; GO:0008061; GO:0006032; GO:0004568
Q6TYR3	PHYPADRAFT_165677	Q6TYR3_PHYPA	Beta-tubulin 5 (Predicted protein)	Tub5 PHYPADRAFT_165677	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A7X9K6	PHYPADRAFT_186654	A7X9K6_PHYPA	Calcium-dependent protein kinase (EC 2.7.11.1) (Cpk1 calcium-dependent protein kinase)	CPK1 cpk1 PHYPADRAFT_186654	GO:0005524; GO:0005509; GO:0004672
Q8L6G1	PHYPADRAFT_211721	Q8L6G1_PHYPA	Hydroperoxide lyase (Uncharacterized protein)	hpl HPL1 PHYPADRAFT_211721	GO:0020037; GO:0005506; GO:0016829; GO:0016705
Q4LEW9	PHYPADRAFT_209989	Q4LEW9_PHYPA	Nitrate reductase	Nia1;1 PHYPADRAFT_209989	GO:0009055; GO:0050660; GO:0020037; GO:0005506; GO:0030151; GO:0043546; GO:0042128; GO:0046857
A9U1H4	PHYPADRAFT_200293PHYPADRAFT_227446;	A9U1H4_PHYPA	Uncharacterized protein	PpLOX8a PpLOX8b PHYPADRAFT_200293 PHYPADRAFT_227446	GO:0046872; GO:0016702
Q09HT6	PHYPADRAFT_228822	Q09HT6_PHYPA	Cellulose synthase-like D5 (Cellulose synthase-like D5, glycosyltransferase family 2)	cslD5 PHYPADRAFT_228822	GO:0030244; GO:0016760; GO:0016020
A9SHK5	PHYPADRAFT_185055	A9SHK5_PHYPA	CBL-interacting protein kinase 04 (Predicted protein)	CIPK04 PHYPADRAFT_185055	GO:0005524; GO:0004672; GO:0007165
A9RPD0	PHYPADRAFT_117402PHYPADRAFT_176895;	A9RPD0_PHYPA	Predicted protein	PHYPADRAFT_117402 PHYPADRAFT_176895	GO:0043565; GO:0003700
A0MD71		A0MD71_PHYPA	Putative RNA-dependent RNA polymerase 6	RDR6	GO:0003968 GO:0048366; GO:0003676; GO:0010267; GO:0048544; GO:0009616
A9T1X0	PHYPADRAFT_138907PHYPADRAFT_190830;	A9T1X0_PHYPA	Predicted protein	PHYPADRAFT_138907 PHYPADRAFT_190830	GO:0015986; GO:0015078; GO:0000276
A9U5F4	PHYPADRAFT_228412	A9U5F4_PHYPA	Non-symbiotic hemoglobin 2 (Predicted protein)	nshb2 PHYPADRAFT_228412	GO:0020037; GO:0005506; GO:0019825; GO:0015671
A9T914	PHYPADRAFT_220036PHYPADRAFT_89671;	A9T914_PHYPA	Predicted protein	PHYPADRAFT_220036 PHYPADRAFT_89671	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
A9T947	PHYPADRAFT_107706	A9T947_PHYPA	CBL-interacting protein kinase 05 (Predicted protein)	CIPK05 PHYPADRAFT_107706	GO:0005524; GO:0004672; GO:0007165
Q84V41	PHYPADRAFT_167469	Q84V41_PHYPA	Beta-expansin 2 (Predicted protein)	ExpB2 PHYPADRAFT_167469	GO:0005576; GO:0019953
A9S7L7	PHYPADRAFT_163296PHYPADRAFT_75638;	A9S7L7_PHYPA	Predicted protein	PHYPADRAFT_163296 PHYPADRAFT_75638	GO:0009966
A9T682	PHYPADRAFT_192023	A9T682_PHYPA	EF1Bgamma class glutathione S-transferase (Predicted protein)	EF1Bgamma4 PHYPADRAFT_192023	GO:0016740; GO:0003746
Q6VM14	PHYPADRAFT_210224	Q6VM14_PHYPA	Predicted protein (Shaggy-related protein kinase 1)	SK1 PHYPADRAFT_210224	GO:0005524; GO:0004672
A9TIA5	PHYPADRAFT_145966PHYPADRAFT_222560;	A9TIA5_PHYPA	Pectinesterase (EC 3.1.1.11)	pme1 PHYPADRAFT_145966 PHYPADRAFT_222560	GO:0045330; GO:0005618; GO:0042545; GO:0030599
Q6BCT7	PHYPADRAFT_228201	Q6BCT7_PHYPA	PHOTB2 phototropin B2 blue light photoreceptor (Phototropin)	PHOTB2 PHYPADRAFT_228201	GO:0005524; GO:0000155
A9SJB1	PHYPADRAFT_106560PHYPADRAFT_110323;	A9SJB1_PHYPA	Predicted protein	PHYPADRAFT_106560 PHYPADRAFT_110323	GO:0000398; GO:0005681
Q5KT24	PHYPADRAFT_165068	Q5KT24_PHYPA	Germin-like protein (Uncharacterized protein)	PpGLP1b PHYPADRAFT_165068	GO:0005576; GO:0030145; GO:0045735
A7X9L9		A7X9L9_PHYPA	Calcium-dependent protein kinase (EC 2.7.11.1)	CPK6	GO:0005524 GO:0005509; GO:0004672
Q6V8Y3	PHYPADRAFT_228852	Q6V8Y3_PHYPA	Snf1 related kinase 1 (Snf1b Snf1-related protein kinase SNF1b)	SNF1b snf1b PHYPADRAFT_228852	GO:0005524; GO:0004672
Q8LSK4	PHYPADRAFT_207467	Q8LSK4_PHYPA	Protein disulfide-isomerase (EC 5.3.4.1)	PHYPADRAFT_207467	GO:0045454; GO:0005783; GO:0003756
Q765P6	PHYPADRAFT_175471	Q765P6_PHYPA	Light-harvesting chlorophyll a/b-binding protein 1 (Predicted protein)	PpLhcb1 PHYPADRAFT_175471	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
A9TPJ3	PHYPADRAFT_171224	A9TPJ3_PHYPA	Cyclin-dependent kinase A2 (Predicted protein)	CDKA;2 PHYPADRAFT_171224	GO:0005524; GO:0004672
A9RU32	PHYPADRAFT_119427PHYPADRAFT_56132;	A9RU32_PHYPA	Uncharacterized protein	PHYPADRAFT_119427 PHYPADRAFT_56132	GO:0016168; GO:0009507; GO:0016021; GO:0009765; GO:0009523; GO:0018298
A9RTB9	PHYPADRAFT_205387PHYPADRAFT_56064;	A9RTB9_PHYPA	Profilin	PHYPADRAFT_205387 PHYPADRAFT_56064	GO:0005856
A9RCW1	PHYPADRAFT_135154PHYPADRAFT_136891;PHYPADRAFT_147924;PHYPADRAFT_152862;PHYPADRAFT_169022;PHYPADRAFT_196255;PHYPADRAFT_54981;PHYPADRAFT_57949;PHYPADRAFT_58346;PHYPADRAFT_60756;PHYPADRAFT_88010;	A9RCW1_PHYPA	Histone H4	HFO1511 HFO HFO1501 HFO1502 HFO1503 HFO1504 HFO1505 HFO1506 HFO1507 HFO1508 HFO1509 HFO1510 PHYPADRAFT_135154 PHYPADRAFT_136891 PHYPADRAFT_147924 PHYPADRAFT_152862 PHYPADRAFT_169022 PHYPADRAFT_196255 PHYPADRAFT_54981 PHYPADRAFT_57949 PHYPADRAFT_58346 PHYPADRAFT_60756 PHYPADRAFT_88010	GO:0003677; GO:0009507; GO:0005829; GO:0005730; GO:0000786; GO:0006334; GO:0005886; GO:0009506; GO:0009579; GO:0005774
A9RUY6	PHYPADRAFT_70892	A9RUY6_PHYPA	CBL-interacting protein kinase 02 (Uncharacterized protein)	CIPK02 PHYPADRAFT_70892	GO:0005524; GO:0004672; GO:0007165
A9S5F3	PHYPADRAFT_124358PHYPADRAFT_181460;	A9S5F3_PHYPA	Cpk12 calcium-dependent protein kinase (Predicted protein)	cpk12 PHYPADRAFT_181460	GO:0005524; GO:0005509; GO:0004672
C0STZ0		C0STZ0_PHYPA	CLF protein (Polycomb group protein)	PpCLF	GO:0009294 GO:0006306; GO:0031519; GO:0031047; GO:0051567; GO:0009965; GO:0045857; GO:0006349; GO:0003700; GO:0003727; GO:0010228; GO:0010048
Q7XJA4	PHYPADRAFT_105335	Q7XJA4_PHYPA	Alpha expansin PpExpA5 (Predicted protein)	ExpA5 PHYPADRAFT_105335	GO:0005576; GO:0009664
A9TCQ4	PHYPADRAFT_143594	A9TCQ4_PHYPA	CBL-interacting protein kinase 06 (Predicted protein)	CIPK06 PHYPADRAFT_143594	GO:0005524; GO:0004672; GO:0007165
Q6TYR8	PHYPADRAFT_223215	Q6TYR8_PHYPA	Beta-tubulin 6 (Predicted protein)	Tub6 PHYPADRAFT_223215	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A9TSS4	PHYPADRAFT_149966PHYPADRAFT_149967;PHYPADRAFT_149976;	A9TSS4_PHYPA	Predicted protein	PHYPADRAFT_149966 PHYPADRAFT_149967 PHYPADRAFT_149976	
Q09HT5	PHYPADRAFT_150074	Q09HT5_PHYPA	Cellulose synthase-like D6 (Cellulose synthase-like D6, glycosyltransferase family 2 protein)	cslD6 PHYPADRAFT_150074	GO:0030244; GO:0016760; GO:0016020
Q6BCU1	PHYPADRAFT_219412	Q6BCU1_PHYPA	PHOTA1 phototropin A1 blue light photoreceptor (Phototropin)	PHOTA1 PHYPADRAFT_219412	GO:0005524; GO:0000155
Q7X7U8		Q7X7U8_PHYPA	Putative Na P-type ATPase	ena2A ena2	GO:0005524 GO:0019829; GO:0016021; GO:0046872
Q6TYR6	PHYPADRAFT_110341	Q6TYR6_PHYPA	Beta-tubulin 2 (Predicted protein)	Tub2 PHYPADRAFT_110341	GO:0005525; GO:0003924; GO:0005737; GO:0005874; GO:0007017; GO:0051258; GO:0005200
A9RER3	PHYPADRAFT_158714PHYPADRAFT_65162;	A9RER3_PHYPA	Predicted protein	PHYPADRAFT_158714 PHYPADRAFT_65162	GO:0003743
Q06FD0	PHYPADRAFT_213586	Q06FD0_PHYPA	Cellulose synthase (EC 2.4.1.12)	CesA4 cesA4 PHYPADRAFT_213586	GO:0071555; GO:0030244; GO:0016760; GO:0016021; GO:0005886; GO:0008270
A9RJ48	PHYPADRAFT_115042PHYPADRAFT_175389;	A9RJ48_PHYPA	Predicted protein	PHYPADRAFT_115042 PHYPADRAFT_175389	GO:0005524; GO:0005737; GO:0006457
Q9SXW8	PHYPADRAFT_219547	Q9SXW8_PHYPA	Chlorophyll a/b-binding protein (Predicted protein)	PHYPADRAFT_219547	GO:0016168; GO:0009507; GO:0016021; GO:0046872; GO:0009765; GO:0009522; GO:0009523; GO:0018298
Q1W4C5	PHYPADRAFT_169316	Q1W4C5_PHYPA	Actin-related protein complex 4 (Predicted protein)	ARPC4 PHYPADRAFT_169316	GO:0034314; GO:0005885; GO:0030041
Q8GS62		Q8GS62_PHYPA	Cyclin D (Cyclin D protein)	cycD	GO:0005634
A7X9N1		A7X9N1_PHYPA	Calcium-dependent protein kinase (EC 2.7.11.1)	CPK11	GO:0005524 GO:0005509; GO:0004672
Q6VM07		Q6VM07_PHYPA	Shaggy-related protein kinase 3	SK3	GO:0005524 GO:0004672
Q4LEW8		Q4LEW8_PHYPA	Nitrate reductase	Nia12 NIA1;2	GO:0009055; GO:0050660; GO:0020037; GO:0005506; GO:0030151; GO:0043546; GO:0042128; GO:0046857
