Gene	F163	F164	F165	F166	F167	F168	F169
Pp1s93_12V6.1	0.24221	0.24221	0.15557	0.15557	0.15557	0.15557	0.15557
Pp1s32_334V6.1 (+4)	0.25116	0.11855	0.25116	0.25116	0.25116	0.11855	0.25116
Pp1s31_124V6.1	0.20323	0.14885	0.20323	0.2602	0.2602	0.20323	0.2602
Pp1s74_26V6.1 (+1)	0.10964	0.10964	0.10964	0.36631	0.36631	0.36631	0.51611
Pp1s199_33V6.1	0.079904	0.079904	0	0.16619	0.46868	0.079904	0.079904
Pp1s143_167V6.1	0.22421	0.35452	0	0.10644	0.35452	0.22421	0.22421
Pp1s4_235V6.1	0.50714	0.31452	0	0.50714	0.50714	0.50714	0.50714
Pp1s120_79V6.1	0	0.11712	0.11712	0.24797	0.39413	0.24797	0.24797
Pp1s43_49V6.1 (+1)	0.28824	0.13501	0.13501	0.28824	0.46216	0	0.28824
Pp1s27_140V6.1	0.46723	0	0.56404	0.46723	0	0.29122	0.37642
Pp1s132_26V6.1 (+1)	0.1471	0.1471	0.046808	0	0	0.046808	0.046808
Pp1s132_52V6.1	0.14396	0.14396	0.25126	0	0.045851	0	0
Pp1s71_207V6.1 (+1)	0.36317	0.59156	0.36317	0	0	0	0
Pp1s2_734V6.1 (+3)	0.050106	0.216	0.216	0	0	0	0
Pp1s7_393V6.1	0.063816	0.1317	0	0.063816	0.063816	0	0.063816
Pp1s409_34V6.1	1.8277	2.6669	1.1806	0	0.29676	0	0
Pp1s67_237V6.1	0	0.036132	0.036132	0	0	0	0
Pp1s9_38V6.1	0	0	0	0	0	0	0
Pp1s101_82V6.1	0.059275	0	0	0	0	0	0
Pp1s159_155V6.1	0	0	0	0.20236	0	0	0
Pp1s246_147V6.1	0	0.46624	0	0	0	0.46624	0.46624
Pp1s144_138V6.1 (+3)	0	0	0.10162	0	0	0	0
Pp1s65_80V6.1 (+1)	0	0	0	0	0	0	0
Pp1s158_12V6.1	0	0	0	0	0	0	0
Pp1s200_12V6.1	0	0	0	0	0	0	0
Pp1s333_30V6.1	0	0	0	0	0	0	0
Pp1s38_176V6.1	0	0	0	0	0	0	0
Pp1s210_98V6.1	0.049427	0.049427	0.1013	0.049427	0.049427	0.049427	0.1013
Pp1s213_121V6.1	0.086802	0.086802	0.086802	0.086802	0.086802	0.086802	0.086802
Pp1s13_387V6.1	0.28405	0.13316	0.13316	0.13316	0.13316	0.13316	0.13316
Pp1s69_29V6.1	0.27164	0.27164	0.43399	0.27164	0.35038	0.19749	0.27164
Pp1s133_65V6.1	0.25116	0.25116	0.25116	0.11855	0.11855	0	0.25116
Pp1s14_180V6.1	0.15272	0.073648	0.15272	0.23762	0.15272	0.15272	0.073648
Pp1s10_57V6.1	0.068946	0.068946	0.14265	0.068946	0.22143	0.068946	0.30564
Pp1s465_18V6.1	0.093779	0.093779	0.093779	0.43126	0.093779	0.19635	0.30855
Pp1s156_88V6.1	0.09318	0.09318	0.19504	0.09318	0.09318	0	0
Pp1s213_48V6.1	0.18218	0.39754	0.18218	0.65214	0.39754	0.18218	0.39754
Pp1s137_81V6.1	0.31119	0.96862	0.31119	0.71921	0.71921	0.31119	0.5014
Pp1s16_179V6.1 (+1)	3.399	2.7314	1.915	2.1651	2.7314	1.915	2.7314
Pp1s108_26V6.1 (+2)	0.71422	0.71422	0.30928	0.71422	1.2444	0.71422	0
Pp1s11_3V6.1	0.28624	0	0.20779	0.28624	0.36979	0.36979	0.28624
Pp1s30_182V6.1	0.056471	0	0.085892	0.056471	0.056471	0.027848	0.056471
Pp1s365_36V6.1	0	0.1257	0.42649	0.42649	0.2672	0.2672	0.2672
Pp1s275_36V6.1	0.17675	0.38475	0	0.17675	0.27652	0.17675	0.084783
Pp1s367_9V6.1	0.21049	0.33181	0.21049	0.10022	0.33181	0	0.21049
tr|A9S7Z6|A9S7Z6_PHYPA	0.17883	0	0	0.17883	0.17883	0.17883	0.17883
Pp1s242_95V6.1	0.37237	0	0.37237	0.8834	0.60771	0.60771	0.60771
Pp1s74_237V6.1 (+1)	0.15724	0.24491	0.33921	0	0.15724	0	0
Pp1s126_186V6.1	0.23597	0	0	0.69832	0.52762	0.52762	0.37408
Pp1s73_243V6.1 (+1)	0.63351	0.44491	0	0.96355	0.73685	0	0.73685
Pp1s252_2V6.1 (+1)	0.17774	0.17774	0.38708	0	0	0	0
tr|A9RJG0|A9RJG0_PHYPA	0.059396	0.059396	0.059396	0.059396	0.059396	0.059396	0.059396
Pp1s98_2V6.1	0.17561	0	0.17561	0	0.17561	0	0
Pp1s332_37V6.1	0	0	0.13849	0	0	0	0
Pp1s37_53V6.1	0.49407	0.41079	0	0	0	0	0
Pp1s9_113V6.1	0	0	0.14845	0	0	0	0
Pp1s227_85V6.1	0.13563	0	0.46458	0	0	0	0
Pp1s104_128V6.1	0.19174	0.42024	0	0	0	0	0
REV_Pp1s147_106V6.1 (+3)	0.064238	0.064238	0.064238	0	0	0	0
REV_Pp1s14_211V6.1	0.027403	0.027403	0.027403	0.027403	0.027403	0	0.027403
Pp1s15_29V6.1 (+2)	0	0	0.19824	0	0	0	0
Pp1s130_82V6.1 (+3)	0	0	0	0	0	0	0.048684
Pp1s78_205V6.1	0	0	0	0	0	0	0
Pp1s355_39V6.1	0	0	0.030246	0	0	0	0
REV_Pp1s122_66V6.2 (+1)	0	0	0	0	0	0	0
REV_Pp1s108_5V6.1	0.15312	0.073835	0	0.073835	0.073835	0.073835	0
Pp1s34_240V6.1	0.051614	0	0	0	0	0	0
Pp1s171_148V6.1	0	0	0	0	0	0	0
REV_Pp1s96_61V6.1	0	0	0	0	0	0	0
Pp1s101_225V6.1	0	0	0	0	0	0	0
Pp1s11_243V6.1	0	0	0	0	0	0	0
Pp1s15_311V6.1	0	0	0	0	0	0	0
Pp1s206_126V6.1	0	0	0	0	0	0	0
Pp1s48_51V6.1 (+1)	0	0	0	0	0	0	0
Pp1s59_293V6.1 (+1)	0	0	0	0	0	0	0
Pp1s172_87V6.1 (+1)	0	0	0	0	0	0	0
tr|A9REY0|A9REY0_PHYPA	0	0	0	0	0	0	0.20318
Pp1s359_26V6.1	0.16755	0.16755	0.59156	0.16755	0.16755	0.16755	0.16755
Pp1s183_47V6.1	0.55506	0.42363	0.30331	1.4182	1.7607	0.85544	0.85544
Pp1s162_64V6.1	0.1057	0.1057	0.051523	0.1057	0.1057	0.1057	0.1057
Pp1s197_93V6.1 (+2)	0.081695	0.17006	0.081695	0.17006	0.17006	0.081695	0.17006
Pp1s268_3V6.1 (+1)	0.31518	0.095624	0.20039	0.20039	0.20039	0.095624	0.095624
Pp1s318_21V6.1	1.1893	0.71379	0.71379	0.63188	0.47962	0.40891	0
Pp1s207_10V6.2	0.2617	0.16762	0	0.080567	0.080567	0.16762	0.16762
Pp1s190_8V6.1	0.21673	0.10306	0.10306	0.21673	0.21673	0.10306	0.10306
Pp1s19_202V6.1	0.16108	0	0.56525	0.16108	0.16108	0.16108	0.16108
Pp1s223_15V6.1	0.14727	0.14727	0.51005	0.14727	0.14727	0.14727	0.14727
Pp1s100_87V6.1	0	0.081467	0.16957	0.081467	0.26485	0	0.16957
Pp1s47_171V6.1	0.52644	0.46322	0.59238	0.34454	0.59238	0	0.23549
Pp1s42_262V6.1 (+1)	0	0.067199	0.067199	0.29712	0.13891	0.13891	0.067199
Pp1s63_61V6.1	0.14845	0	0.14845	0.14845	0.14845	0.071658	0.14845
Pp1s2_392V6.1	1.3176	0	0.65585	0.95897	1.7418	1.1913	1.3176
Pp1s223_59V6.1 (+1)	0.17026	0	0.11051	0.11051	0.053805	0.053805	0.053805
Pp1s12_85V6.1 (+1)	0.26124	0.12305	0	0.26124	0.41644	0.12305	0.12305
Pp1s414_18V6.1 (+1)	0.043265	0	0.088401	0	0.043265	0.043265	0
Pp1s163_26V6.1 (+1)	0.12629	0	0.061268	0.26853	0.12629	0.061268	0.12629
Pp1s106_16V6.1 (+1)	0	0	0	0.24088	0.24088	0.07459	0.24088
Pp1s242_93V6.2	0	0	0.023306	0.023306	0.096533	0.023306	0
Pp1s54_161V6.1	0.057182	0.057182	0.057182	0.057182	0	0.057182	0.057182
Pp1s89_183V6.1	0.040726	0.040726	0.083111	0	0	0	0
Pp1s106_167V6.1 (+4)	0	0.63102	1.083	0	0	0	0
Pp1s117_154V6.1	0	0.21581	1.185	0	0	0	0
Pp1s535_3V6.1 (+1)	0.049595	0	0.049595	0	0	0	0
REV_Pp1s336_10V6.1 (+1)	0.060757	0.060757	0	0.060757	0.060757	0.060757	0
Pp1s143_174V6.1	0	0	0.23507	0	0	0	0
Pp1s13_410V6.1 (+3)	0	0	0.31119	0	0	0	0
REV_Pp1s15_270V6.1 (+1)	0	0.10683	0	0	0	0	0.10683
Pp1s540_8V6.1	0	0	0	0	0	0	0
Pp1s172_22V6.1	0	0	0.14025	0	0	0	0
Pp1s6_129V6.1	0.064522	0	0	0	0	0	0
Pp1s96_115V6.1	0.053607	0	0.053607	0	0	0	0
REV_Pp1s256_10V6.1	0.11855	0	0.11855	0.11855	0	0	0
REV_Pp1s240_95V6.1	0	0	0	0	0	0	0
Pp1s111_50V6.1	0	0	0	0	0	0	0
Pp1s12_74V6.1	0	0	0	0	0	0	0
Pp1s31_202V6.1	0	0	0	0	0	0	0
Pp1s341_58V6.1 (+1)	0	0	0	0	0	0	0
Pp1s86_24V6.1	0	0	0	0	0	0	0
REV_tr|A9T6B4|A9T6B4_PHYPA	0	0	0	0	0	0.037145	0.037145
REV_Pp1s309_76V6.1	0	0	0	0	0	0	0
Pp1s336_16V6.1 (+1)	0.051798	0.051798	0.051798	0.10628	0.10628	0.10628	0.16358
Pp1s354_15V6.1	0.2277	0.10802	0.36032	0.2277	0.10802	0.2277	0.2277
Pp1s486_10V6.1	0.15352	0.074022	0.074022	0.23891	0.15352	0.15352	0.074022
Pp1s208_169V6.1	0.43704	0.27344	0.43704	0.12847	0.12847	0	0.12847
Pp1s47_183V6.1	0.065098	0.065098	0.065098	0.13443	0.065098	0.13443	0.13443
Pp1s203_65V6.1	0.042078	0.042078	0	0.042078	0.085927	0.042078	0
Pp1s156_171V6.1	0.31183	0.19835	0.19835	0	0.19835	0	0.094693
Pp1s134_54V6.1	0.18005	0.056737	0.056737	0.11669	0.11669	0	0.11669
Pp1s155_1V6.1	0.30928	0	0	0.30928	0.71422	0.30928	0.30928
Pp1s279_72V6.1 (+2)	0.12629	0	0	0.061268	0.12629	0.061268	0.12629
Pp1s54_79V6.1	0.08323	0.08323	0	0.12741	0.08323	0.040783	0.08323
Pp1s173_103V6.1	0	0	0.089464	0.29312	0.29312	0.18693	0.29312
Pp1s169_65V6.1	0	0.13728	0.13728	0	0	0.13728	0.13728
Pp1s13_462V6.1	0	0	0.27998	0	0.13136	0.13136	0
Pp1s186_45V6.1	0	0.074782	0.24154	0.074782	0.074782	0	0
Pp1s107_10V6.1 (+2)	0	0	0	1.083	1.083	0.63102	0.63102
Pp1s239_32V6.1 (+6)	0.16108	0.3481	0.56525	0	0	0	0
sp|Q6YXP6|RR15_PHYPA	0	0	0.78962	0.33777	0	0	0
sp|Q6YXK5|RK23_PHYPA	0	0	0.74078	0.31939	0	0	0
Pp1s127_74V6.1 (+5)	0.12847	0.12847	0.43704	0	0	0	0
Pp1s74_70V6.1	0.13537	0.065537	0.065537	0	0	0	0
Pp1s149_6V6.1	0	0	0.42417	0	0	0	0
Pp1s222_97V6.1 (+1)	0	0	0.12363	0	0	0	0
Pp1s89_131V6.1	0	0	0.31466	0	0.070788	0	0
Pp1s246_109V6.1	0	0	0.052926	0	0	0	0
Pp1s346_35V6.1	0	0	0.21232	0	0	0	0
Pp1s334_84V6.1	0.061918	0	0.061918	0	0	0	0
sp|Q6YXQ6|NU5C_PHYPA	0	0	0.081258	0	0	0	0
Pp1s27_81V6.1	0	0	0.25529	0	0	0	0
Pp1s15_356V6.1	0	0	0.067982	0	0	0	0
Pp1s5_366V6.1 (+4)	0	0	0.18332	0	0	0	0
Pp1s227_122V6.1	0	0	0.43851	0	0	0	0
Pp1s139_10V6.1	0.054817	0	0	0	0	0	0
REV_Pp1s212_107V6.1 (+1)	0	0	0	0	0.08503	0	0
Pp1s353_41V6.1	0	0	0	0	0	0	0
Pp1s38_376V6.1 (+1)	0	0	0	0	0	0	0
Pp1s158_18V6.1 (+1)	0	0	0	0	0	0	0
Pp1s42_100V6.1	0	0	0	0	0	0	0
Pp1s14_2V6.1 (+1)	0	0	0	0	0	0	0
Pp1s207_94V6.1	0	0	0	0	0	0	0
Pp1s218_19V6.1	0	0	0	0	0	0	0
Pp1s44_41V6.1	0	0	0	0	0	0	0
Pp1s96_216V6.1 (+2)	0	0	0	0	0	0	0
REV_Pp1s33_338V6.1	0	0	0	0	0	0	0
Pp1s36_321V6.1	0.2277	0	0.10802	0.2277	0.2277	0.10802	0.2277
Pp1s343_45V6.1	0.10306	0.21673	0.10306	0.21673	0.21673	0.10306	0.34213
Pp1s26_117V6.1	0.12463	0.26479	0.12463	0	0.12463	0.42242	0.12463
Pp1s62_161V6.1	0.98118	0.62301	0.53313	0.92554	0.8189	0	0.8189
Pp1s16_82V6.1	0.33057	0.099881	0.20974	0.20974	0.33057	0.20974	0.20974
Pp1s20_358V6.1	0.22716	0.22716	0.22716	0.14622	0.14622	0.14622	0.14622
Pp1s74_226V6.1	0.3229	0.3229	0.3229	0.3229	0.3229	0.3229	0.3229
Pp1s40_14V6.1	1.1527	1.1527	1.0078	1.0078	1.3081	1.1527	0
Pp1s94_106V6.1	0.38482	0.11463	0	0.11463	0.11463	0.17678	0.11463
Pp1s9_39V6.1 (+2)	0.086952	0.04257	0.04257	0	0.086952	0.04257	0.04257
Pp1s100_61V6.1	0	0.19824	0	0.19824	0.72042	0.19824	0.19824
Pp1s55_261V6.1 (+1)	0.30327	0	0.21976	0.068461	0.068461	0	0.068461
Pp1s235_42V6.1 (+3)	0.37003	0.17048	0.37003	0.17048	0.17048	0	0.17048
Pp1s9_103V6.1 (+1)	0.07219	0	0.14959	0.14959	0.07219	0.14959	0
Pp1s83_6V6.1	0.18753	0	0.18753	0.18753	0.2941	0	0.18753
Pp1s161_16V6.1 (+1)	13.32	5.5458	0	7.9528	11.245	0	9.4702
Pp1s326_66V6.1	0	1.1607	1.9406	1.9406	1.9406	1.9406	1.5206
sp|Q6YXJ8|RR11_PHYPA	0.53925	0.24066	1.9395	0	0	0	0
Pp1s81_134V6.1	0.0634	0	0.0634	0.0634	0	0	0
sp|Q6YXM4|RR18_PHYPA	0	0	0.37199	0.37199	0.37199	0	0.37199
Pp1s55_196V6.1	0	0	0	0.099229	0.15248	0.048441	0.099229
Pp1s55_98V6.1	0.15592	0	0.15592	0	0	0.15592	0.15592
Pp1s22_325V6.1	0.50714	0.14653	0.50714	0	0	0	0
Pp1s178_66V6.1	0.9018	0	0.47061	0.47061	0	0.34982	0
Pp1s29_38V6.1 (+1)	0	0	0	0.78017	0.54116	0.33423	0.33423
Pp1s186_65V6.1 (+1)	0.040898	0	0	0.040898	0.083468	0	0
Pp1s527_3V6.1	0.052356	0.052356	0.052356	0	0	0	0
Pp1s43_124V6.1	0.038931	0	0	0.079378	0.038931	0	0
Pp1s97_112V6.1	0.061011	0.061011	0	0	0	0	0
Pp1s213_47V6.1	0	0	0	0	0	0	0
Pp1s37_247V6.1 (+5)	0	0	0.39768	0	0	0	0
Pp1s21_269V6.1 (+3)	0	0	0.41144	0	0	0	0
Pp1s22_263V6.1 (+1)	0	0	0.1581	0	0	0	0
Pp1s400_36V6.1	0	0	0.041539	0	0	0	0
sp|P60283|RPOB_PHYPA	0	0	0.026243	0	0	0	0
Pp1s157_41V6.1	0	0	0.63668	0	0	0	0
REV_Pp1s80_200V6.1	0.030855	0.030855	0	0	0	0	0.030855
Pp1s113_134V6.1	0	0	0	0	0	0	0
Pp1s419_39V6.1	0	0	0	0	0	0	0
Pp1s101_218V6.1 (+3)	0	0	0	0	0	0	0
Pp1s137_96V6.1 (+2)	0	0	0	0	0	0	0
Pp1s167_20V6.1	0	0	0	0	0	0	0
Pp1s214_34V6.1	0	0	0	0	0	0	0
Pp1s230_50V6.1	0	0	0	0	0	0	0
Pp1s233_94V6.1 (+1)	0	0	0	0	0	0	0
Pp1s259_112V6.1	0	0	0	0	0	0	0
Pp1s309_65V6.1 (+1)	0	0	0	0	0	0	0
Pp1s44_124V6.1	0	0	0	0	0	0	0
Pp1s49_200V6.1 (+1)	0	0	0	0	0	0	0
Pp1s545_8V6.1	0	0	0	0	0	0	0
Pp1s59_122V6.1	0	0	0	0	0	0	0
Pp1s52_257V6.1 (+1)	0.24797	0.11712	0.11712	0.11712	0.11712	0.11712	0.11712
Pp1s191_118V6.1	0.34481	0.21835	0.21835	0.10379	0.10379	0.10379	0
Pp1s146_99V6.1	0.10605	0.10605	0	0.10605	0.10605	0.10605	0.22336
Pp1s82_98V6.1 (+1)	0.56887	0.35018	0.35018	0.35018	0.56887	0.35018	0.56887
Pp1s336_47V6.1	0.096255	0.096255	0.096255	0.20178	0.20178	0.20178	0.20178
Pp1s9_92V6.1	0.44129	0	0.36796	0.29836	0.59996	0.29836	0.44129
Pp1s370_69V6.1 (+1)	0.057295	0.057295	0	0.057295	0.11787	0.057295	0.18192
Pp1s136_120V6.1	0.059884	0	0.12335	0.12335	0.12335	0.059884	0.12335
Pp1s17_39V6.1	0.13111	0.063538	0	0.13111	0.20298	0.13111	0.063538
Pp1s38_198V6.1	0.65532	0.4966	0	0.65532	0.65532	0.4966	0.83087
Pp1s133_102V6.1 (+1)	0.1241	0.1241	0.1241	0.2636	0	0	0.1241
Pp1s45_96V6.1	0.17106	0.082156	0.082156	0.082156	0.082156	0	0
Pp1s54_52V6.1	0.32447	0.098199	0.20604	0	0	0.098199	0.098199
Pp1s11_305V6.1	0.15193	0.23634	0	0.23634	0.15193	0.15193	0.23634
Pp1s51_217V6.1	0.11304	0	0.11304	0.3789	0.23886	0.3789	0.53477
Pp1s75_5V6.1	0	0.1241	0.1241	0.1241	0.2636	0.2636	0.2636
Pp1s34_150V6.1	0	0	0	0.18753	0.2941	0.18753	0.2941
Pp1s77_67V6.1 (+8)	0.075361	0	0.075361	0.24355	0.1564	0	0.075361
Pp1s272_34V6.1	0	0	0.18997	0.29809	0.41603	0	0.18997
Pp1s68_238V6.1	0.083568	0.083568	0	0.17412	0.17412	0	0.083568
Pp1s61_55V6.1	0.15272	0	0	0.073648	0.073648	0	0.073648
Pp1s11_340V6.1	0.28275	0.18058	0.28275	0	0.086544	0	0
Pp1s162_11V6.1	0	0	0	0.10923	0.36479	0.36479	0.51387
Pp1s263_35V6.1	0.071307	0	0.1477	0	0	0	0
Pp1s147_151V6.1	0	0	0	0.4013	0.4013	0.25224	0.25224
Pp1s118_113V6.1	0.1176	0	0	0.1176	0.24902	0	0
Pp1s241_24V6.1	0	0	0.23258	0	0	0	0
Pp1s144_93V6.1	0	0	0.6412	0	0.10416	0	0
Pp1s391_32V6.1	0	0	0	0.10306	0.10306	0	0
Pp1s61_5V6.1	0	0	0.052168	0	0	0	0
Pp1s7_307V6.1	0	0	0.051798	0	0	0	0
Pp1s162_150V6.1	0.042078	0	0	0	0	0	0
Pp1s364_3V6.1 (+5)	0	0	0.32688	0	0	0	0
Pp1s298_4V6.1	0	0	0.11441	0	0	0	0
Pp1s286_50V6.1	0	0	0.077894	0	0	0	0
REV_Pp1s351_40V6.1	0	0	0	0	0	0	0
Pp1s174_64V6.1	0	0	0	0	0	0	0
Pp1s45_11V6.1	0	0	0.16108	0	0	0	0
Pp1s67_238V6.1	0	0	0.095312	0	0	0	0
Pp1s415_6V6.1	0	0	0	0.22594	0	0	0
Pp1s355_46V6.1 (+5)	0.060631	0	0	0	0	0	0
REV_Pp1s2_650V6.1	0.056299	0	0	0	0	0	0
sp|Q6YXR9|NU2C_PHYPA	0	0	0	0	0	0	0
Pp1s9_355V6.1	0	0	0.18804	0	0	0	0
sp|P60407|RK2_PHYPA	0	0	0.84647	0	0	0	0
Pp1s162_143V6.1	0	0	0	0.041837	0.041837	0.041837	0
Pp1s83_168V6.1	0.022921	0	0	0	0	0	0
REV_Pp1s68_143V6.1 (+1)	0	0	0	0	0	0	0.016223
Pp1s45_277V6.1 (+1)	0	0	0	0	0	0	0
Pp1s64_219V6.1 (+1)	0	0	0	0	0	0	0
Pp1s134_167V6.1	0	0	0	0	0	0	0
Pp1s152_7V6.1	0	0	0	0	0	0	0
Pp1s15_226V6.1	0	0	0	0	0	0	0
Pp1s214_36V6.1	0	0	0	0	0	0	0
Pp1s221_85V6.1	0	0	0	0	0	0	0
Pp1s336_61V6.1	0	0	0	0	0	0	0
Pp1s367_2V6.1 (+1)	0	0	0	0	0	0	0
Pp1s59_249V6.1 (+2)	0	0	0	0	0	0	0
Pp1s90_147V6.1	0	0	0	0	0	0	0
REV_tr|A9TLB6|A9TLB6_PHYPA	0	0	0	0	0	0	0
Pp1s152_173V6.1	0.1241	0.1241	0.59668	0.2636	0.1241	0.2636	0.2636
Pp1s23_44V6.1	0.17774	0.17774	0.17774	0.17774	0.38708	0.17774	0.38708
sp|Q6YXQ5|RK21_PHYPA	0.25761	0.25761	0.98902	0	0.25761	0.25761	0.25761
Pp1s47_217V6.1	0.58558	0	0.58558	0.58558	0.44594	0.58558	0.44594
Pp1s40_10V6.1	0.10882	0.10882	0.10882	0.22949	0.22949	0	0.36329
Pp1s36_33V6.1	0.15186	0.15186	0	0.52828	0.32679	0.15186	0.32679
Pp1s399_34V6.1	0.14405	0.069605	0.14405	0.069605	0.069605	0	0.14405
Pp1s33_338V6.1 (+2)	0.030953	0.030953	0.030953	0.062864	0.095762	0	0.030953
Pp1s173_123V6.1	0	0.07675	0.15939	0.07675	0.07675	0.07675	0.15939
Pp1s56_222V6.1	0.076149	0.076149	0	0.24628	0.1581	0.1581	0.24628
Pp1s177_18V6.1	0	0.18926	0.18926	0.18926	0.18926	0.18926	0.18926
Pp1s266_19V6.1	0.43903	0	0.1996	0.1996	0.43903	0.43903	0.1996
Pp1s83_158V6.1 (+1)	0	0.086802	0.086802	0.18114	0.18114	0.086802	0
Pp1s118_165V6.1	0.19971	0.19971	0	0.19971	0.095312	0	0.19971
Pp1s7_343V6.1	0.078401	0.16295	0	0.16295	0.35245	0	0.078401
Pp1s215_88V6.1	0.22756	0	0	0.5069	0.84981	0	0.22756
Pp1s260_6V6.1	0.10964	0	0	0.2313	0.36631	0.10964	0.10964
Pp1s21_138V6.1	0.063676	0	0.063676	0.063676	0.13141	0.063676	0
Pp1s447_19V6.1	0.23502	0	0	0.23502	0.11131	0.11131	0.52528
Pp1s351_21V6.1	1.35	0.96312	1.0534	0	0	0	0
Pp1s199_8V6.1	0.065771	0.065771	0.10026	0	0	0	0
Pp1s22_4V6.1 (+2)	0.077361	0.16071	0.077361	0	0	0	0
sp|Q6YXK7|RK22_PHYPA	0	0	0.96795	0.5704	0.25316	0	0
sp|Q6YXK6|RR19_PHYPA	0	0	1.3152	0.3229	0.3229	0	0
Pp1s116_112V6.1	0.050192	0.050192	0	0	0.050192	0	0
Pp1s121_54V6.1	1.9412	0	3.214	0	0	0	0
tr|Q1XGA2|Q1XGA2_PHYPA	0	0	0.073278	0.073278	0.15193	0	0
Pp1s134_72V6.1	0.091715	0	0	0.091715	0.091715	0.091715	0.091715
Pp1s619_3V6.1	0	0	0	0.038469	0.16298	0.038469	0.1199
Pp1s154_131V6.1 (+1)	0	0.073835	0.073835	0	0	0	0
Pp1s278_33V6.1 (+1)	0.073835	0	0.073835	0	0	0	0
Pp1s314_34V6.1 (+2)	0.055232	0.055232	0	0	0	0	0
Pp1s67_154V6.1 (+1)	0	0	0	0	0.094386	0.094386	0
Pp1s167_152V6.1 (+1)	0	0.12463	0	0	0	0	0
sp|Q6YXQ0|NU6C_PHYPA	0	0	0	0	0	0	0
Pp1s153_184V6.2	0	0	0.21279	0	0	0	0
Pp1s156_153V6.1	0	0	0	0	0	0	0
Pp1s78_18V6.1	0	0.10416	0	0	0	0	0
Pp1s10_190V6.1 (+2)	0	0	0.10722	0	0	0	0
Pp1s113_159V6.1 (+2)	0	0	0.13952	0	0	0	0
Pp1s35_384V6.1 (+1)	0	0	0.049427	0	0	0	0
Pp1s59_242V6.1	0	0	0	0	1.3167	0	0
Pp1s106_212V6.1	0.27452	0.27452	0	0.27452	0.27452	0.27452	0.27452
Pp1s17_377V6.1 (+1)	0	0	0.2052	0	0	0	0
Pp1s139_74V6.1	0	0	0	0	0	0	0
Pp1s387_48V6.1	0	0.087061	0.087061	0.087061	0	0	0
Pp1s47_196V6.1	0	0	0	0	0	0	0
Pp1s114_48V6.1 (+1)	0	0	0	0	0	0	0
Pp1s118_39V6.1	0	0	0	0	0	0	0
Pp1s139_105V6.1	0	0	0	0	0	0	0
Pp1s17_286V6.1	0	0	0	0	0	0	0
Pp1s22_251V6.1	0	0	0	0	0	0	0
Pp1s257_104V6.1	0	0	0	0	0	0	0
Pp1s321_30V6.1	0	0	0	0	0	0	0
Pp1s3_553V6.1 (+1)	0	0	0	0	0	0	0
Pp1s44_141V6.1	0	0	0	0	0	0	0
Pp1s57_133V6.1	0	0	0	0	0	0	0
Pp1s61_1V6.1	0	0	0	0	0	0	0
Pp1s99_260V6.1	0	0	0	0	0	0	0
Pp1s651_2V6.1 (+2)	0	0	0	0	0	0	0
REV_tr|A9SUI1|A9SUI1_PHYPA	0	0	0	0	0	0.04425	0
Pp1s35_247V6.2	0	0	0	0	0	0	0
REV_Pp1s158_117V6.1	0	0	0	0	0	0	0
Pp1s3931_3V6.1	0	0	0	0	0.10683	0	0
Pp1s113_185V6.1	0.014746	0	0	0	0	0	0
REV_Pp1s142_6V6.1	0	0	0	0	0	0	0
Pp1s14_169V6.1	0.16851	0.16851	0.16851	0.16851	0.36542	0.16851	0.16851
Pp1s403_21V6.1 (+1)	0.064238	0.064238	0.064238	0.064238	0.1326	0.064238	0.064238
Pp1s144_137V6.1	0.11089	0.11089	0	0.11089	0.11089	0.11089	0.11089
Pp1s119_49V6.1 (+1)	0.12961	0.12961	0.12961	0.12961	0.12961	0.12961	0.12961
Pp1s217_70V6.1	0.12463	0.12463	0.12463	0.12463	0.12463	0.12463	0.12463
Pp1s352_14V6.1	13.118	7.8486	6.5725	11.082	7.8486	7.8486	13.118
Pp1s163_113V6.1	0.090017	0.090017	0.090017	0.18814	0.18814	0	0.18814
Pp1s49_246V6.1	0.11763	0	0.11763	0.057182	0.057182	0.057182	0.11763
Pp1s117_86V6.1	0	0.10342	0.4824	0.10342	0.10342	0	0
Pp1s152_156V6.1 (+1)	0.17249	0	0	0.17249	0.37474	0.17249	0.17249
Pp1s18_50V6.1	0	0.039352	0	0.039352	0.039352	0.039352	0.039352
Pp1s127_94V6.1	0.14294	0.14294	0.14294	0.14294	0	0.14294	0.14294
Pp1s211_107V6.1	0.084537	0.084537	0.084537	0.084537	0.27565	0	0.084537
Pp1s9_379V6.1	0.31594	0	0	0.73171	0.31594	0.73171	0.73171
Pp1s343_50V6.1	0	0	0	0.70902	0.42944	0.19559	0.42944
Pp1s37_111V6.1	1.3908	0.64554	1.2465	0.98347	0	0	0.64554
Pp1s142_106V6.1	0	0.12521	0	0.060757	0.12521	0	0.060757
Pp1s323_86V6.1	0.10269	0.10269	0	0	0.21593	0.10269	0.3408
Pp1s25_202V6.1	0.043458	0.043458	0.088805	0.043458	0.088805	0	0
Pp1s8_168V6.1	2.4279	1.4858	0	1.6225	1.9191	1.7668	2.2492
Pp1s441_13V6.1 (+1)	0.11952	0	0	0.25333	0.57084	0.11952	0.11952
Pp1s1_207V6.1	0.16379	0.16379	0.3544	0	0.16379	0	0
Pp1s56_113V6.1	1.8838	0.69818	0.69818	1.8838	1.5262	1.5262	1.5262
